,depth,sn,sp,ild,cild,dt,sn_top,interval
481,1124.5,11.0169,-47.8122,10.2505,94.6553,,0.0,0.0
482,1125.0,11.0788,-47.4763,10.3563,94.1936,,0.0,0.0
483,1125.5,11.1408,-47.0897,10.4973,93.2986,,0.0,0.0
484,1126.0,11.2029,-46.778,10.6383,92.0961,,0.0,0.0
485,1126.5,11.2992,-46.7848,10.7196,91.1104,,0.0,0.0
486,1127.0,11.5856,-47.2496,10.7316,90.6464,,0.0,0.0
487,1127.5,11.7423,-47.5255,10.6741,90.7702,,0.0,0.0
488,1128.0,11.7581,-47.4875,10.4744,92.2935,,0.0,0.0
489,1128.5,11.6685,-47.2844,10.2239,94.3062,,0.0,0.0
490,1129.0,11.4271,-46.9515,10.0475,96.103,,0.0,0.0
491,1129.5,11.1221,-46.7211,9.8712,97.6851,,0.0,0.0
492,1130.0,10.857,-46.5566,9.6997,98.8156,,0.0,0.0
493,1130.5,10.7127,-46.5076,9.7276,99.6329,,0.0,0.0
494,1131.0,10.661,-46.3807,9.6551,100.4907,,0.0,0.0
495,1131.5,10.6684,-46.1384,9.6437,100.7584,,0.0,0.0
496,1132.0,10.6977,-45.8653,9.6635,100.3686,,0.0,0.0
497,1132.5,10.8233,-45.6915,9.7708,99.3431,,0.0,0.0
498,1133.0,11.0401,-46.0097,9.8587,98.3431,,0.0,0.0
499,1133.5,11.2206,-46.8792,9.9495,97.5971,,0.0,0.0
500,1134.0,11.2436,-47.4663,9.9765,97.4732,,0.0,0.0
501,1134.5,11.1059,-47.4863,9.9319,98.1356,,0.0,0.0
502,1135.0,10.8208,-47.1164,9.8519,98.7616,,0.0,0.0
503,1135.5,10.4944,-46.3734,9.7585,99.4474,,0.0,0.0
504,1136.0,10.2289,-45.2748,9.691,100.4716,,0.0,0.0
505,1136.5,10.3223,-44.6079,9.6379,101.0642,,0.0,0.0
506,1137.0,10.424,-44.9121,9.6409,100.9335,,0.0,0.0
507,1137.5,10.5257,-45.8507,9.723,100.193,,0.0,0.0
508,1138.0,10.6274,-46.6038,9.8409,99.4097,,0.0,0.0
509,1138.5,10.7292,-47.3725,9.9497,98.0177,,0.0,0.0
510,1139.0,10.8081,-48.0431,9.9993,97.2289,,0.0,0.0
511,1139.5,10.8986,-48.1833,9.9828,97.0689,,0.0,0.0
512,1140.0,10.985,-48.0242,9.9193,97.2399,,0.0,0.0
513,1140.5,11.0076,-47.6439,9.832,98.2425,,0.0,0.0
514,1141.0,10.8909,-47.0204,9.7479,99.2983,,0.0,0.0
515,1141.5,10.6706,-46.3631,9.6655,100.1713,,0.0,0.0
516,1142.0,10.4554,-45.6984,9.6011,100.9319,,0.0,0.0
517,1142.5,10.3972,-45.6637,9.5366,101.1356,,0.0,0.0
518,1143.0,10.5478,-46.3822,9.4721,101.5389,,0.0,0.0
519,1143.5,10.6688,-47.2974,9.4077,102.2091,,0.0,0.0
520,1144.0,10.6426,-47.7873,9.3432,103.4362,,0.0,0.0
521,1144.5,10.5866,-47.8755,9.2573,104.2735,,0.0,0.0
522,1145.0,10.4877,-47.6764,9.1085,105.7217,,0.0,0.0
523,1145.5,10.3228,-47.1622,8.9483,107.4228,,0.0,0.0
524,1146.0,10.1548,-46.3635,8.8807,108.6666,,0.0,0.0
525,1146.5,10.0594,-45.3244,8.8906,109.2582,,0.0,0.0
526,1147.0,9.964,-44.4891,8.8851,109.1396,,0.0,0.0
527,1147.5,9.8896,-43.9351,8.9446,108.8306,,0.0,0.0
528,1148.0,9.9772,-43.9965,8.9604,108.6272,,0.0,0.0
529,1148.5,10.1335,-44.5015,8.9924,108.3762,,0.0,0.0
530,1149.0,10.362,-45.2142,9.0409,108.0549,,0.0,0.0
531,1149.5,10.512,-45.9503,9.0811,107.5904,,0.0,0.0
532,1150.0,10.394,-46.0973,9.1375,106.9393,,0.0,0.0
533,1150.5,10.2151,-45.5093,9.2509,106.1063,,0.0,0.0
534,1151.0,10.1465,-44.9581,9.3643,105.2355,,0.0,0.0
535,1151.5,10.1658,-44.7144,9.4777,104.1266,,0.0,0.0
536,1152.0,10.2247,-45.0207,9.5911,103.6763,,0.0,0.0
537,1152.5,10.5972,-45.9283,9.7045,102.4522,,0.0,0.0
538,1153.0,10.8365,-46.9791,9.818,101.8504,,0.0,0.0
539,1153.5,10.8963,-47.1277,9.8516,101.4418,,0.0,0.0
540,1154.0,10.8481,-46.6803,9.8809,101.7242,,0.0,0.0
541,1154.5,10.7563,-46.2041,9.9101,100.8143,,0.0,0.0
542,1155.0,10.5907,-45.9336,9.9394,100.4752,,0.0,0.0
543,1155.5,10.4172,-45.5981,9.9687,100.374,,0.0,0.0
544,1156.0,10.3068,-45.0758,9.9936,100.318,,0.0,0.0
545,1156.5,10.2901,-44.851,10.0171,100.168,,0.0,0.0
546,1157.0,10.5081,-45.538,10.0404,99.6727,,0.0,0.0
547,1157.5,10.7416,-46.751,10.0633,98.7166,,0.0,0.0
548,1158.0,10.9764,-47.6736,10.0861,97.6422,,0.0,0.0
549,1158.5,11.1566,-48.3119,10.0986,97.7821,,0.0,0.0
550,1159.0,11.2124,-48.5729,10.0986,98.329,,0.0,0.0
551,1159.5,11.0661,-47.9859,10.0986,98.803,,0.0,0.0
552,1160.0,10.6354,-46.5259,10.0815,99.6428,,0.0,0.0
553,1160.5,10.3694,-45.156,10.006,99.8893,,0.0,0.0
